step	train_tch_1/train_loss
1	0.15642785333329812
2	0.09608853550162166
3	0.08790395595133305
4	0.08174850675277412
5	0.07639432820724323
6	0.07053697668015957
7	0.06478732512914576
8	0.06086617847904563
9	0.0574991267058067
10	0.053054177755257115
11	0.05109462750260718
